Shop ID,Total Number of Listings
Shop_10603,1844
Shop_4742,1843
Shop_3876,1843
Shop_2628,1840
Shop_2914,1840
Shop_33286,1839
Shop_4903,1839
Shop_24151,1839
Shop_11981,1838
Shop_10468,1838
Shop_61010,1836
Shop_2218,1835
Shop_903,1835
Shop_15085,1835
Shop_34150,1835
Shop_3198,1834
Shop_4085,1834
Shop_13196,1834
Shop_18697,1833
Shop_6172,1833
Shop_1530,1833
Shop_47278,1832
Shop_792,1832
Shop_6778,1830
Shop_1585,1828
Shop_6874,1828
Shop_33,1827
Shop_25713,1825
Shop_12313,1823
Shop_138,1821
Shop_3131,1821
Shop_16853,1819
Shop_540,1817
Shop_345,1816
Shop_25356,1816
Shop_439,1816
Shop_16219,1815
Shop_21321,1814
Shop_2386,1814
Shop_47548,1813
Shop_8386,1812
Shop_2029,1811
Shop_53,1810
Shop_30531,1808
Shop_5884,1808
Shop_8016,1808
Shop_70049,1804
Shop_41247,1801
Shop_56280,1800
Shop_43276,1799
Shop_47383,1799
Shop_11443,1798
Shop_6782,1798
Shop_14122,1797
Shop_382,1797
Shop_5416,1797
Shop_1168,1797
Shop_24983,1796
Shop_132893,1796
Shop_38379,1795
Shop_18889,1795
Shop_14416,1795
Shop_30,1794
Shop_41921,1791
Shop_14932,1791
Shop_16694,1791
Shop_12840,1791
Shop_6570,1789
Shop_1414,1789
Shop_16651,1789
Shop_2127,1789
Shop_2104,1789
Shop_534,1789
Shop_15753,1788
Shop_2419,1787
Shop_27948,1787
Shop_6010,1787
Shop_74373,1786
Shop_10317,1786
Shop_319,1785
Shop_48489,1784
Shop_71857,1784
Shop_7381,1782
Shop_4790,1781
Shop_750,1780
Shop_111,1779
Shop_3491,1778
Shop_20170,1778
Shop_878,1777
Shop_64481,1776
Shop_20321,1775
Shop_63814,1775
Shop_27929,1774
Shop_75804,1773
Shop_6298,1773
Shop_7378,1773
Shop_7759,1772
Shop_13161,1772
Shop_4463,1772
Shop_746,1772
Shop_8196,1771
Shop_112063,1770
Shop_51080,1770
Shop_178,1770
Shop_12901,1770
Shop_1215,1770
Shop_3671,1768
Shop_70805,1767
Shop_1706,1767
Shop_6915,1764
Shop_5301,1763
Shop_35464,1762
Shop_5811,1760
Shop_15748,1760
Shop_12338,1759
Shop_93622,1758
Shop_9930,1758
Shop_4286,1756
Shop_14138,1756
Shop_4354,1756
Shop_7770,1755
Shop_3007,1754
Shop_679,1754
Shop_5435,1752
Shop_3084,1751
Shop_467,1750
Shop_12309,1749
Shop_167,1749
Shop_1646,1748
Shop_1237,1747
Shop_16336,1745
Shop_29327,1745
Shop_4252,1744
Shop_47137,1744
Shop_14119,1744
Shop_2192,1744
Shop_10236,1744
Shop_2594,1743
Shop_34216,1743
Shop_278,1743
Shop_4896,1741
Shop_120273,1740
Shop_36815,1739
Shop_38480,1739
Shop_17729,1736
Shop_91457,1735
Shop_14884,1732
Shop_2403,1732
Shop_15103,1731
Shop_6528,1730
Shop_39570,1727
Shop_33776,1726
Shop_20008,1724
Shop_5168,1724
Shop_35901,1723
Shop_1110,1723
Shop_8026,1723
Shop_1277,1722
Shop_8627,1722
Shop_23748,1721
Shop_3954,1721
Shop_358,1719
Shop_14690,1719
Shop_4416,1719
Shop_6693,1719
Shop_470,1719
Shop_781,1718
Shop_28698,1716
Shop_30233,1715
Shop_2051,1714
Shop_2409,1714
Shop_43094,1714
Shop_5648,1714
Shop_91901,1713
Shop_5826,1713
Shop_6665,1712
Shop_25070,1710
Shop_1,1710
Shop_86087,1709
Shop_28,1709
Shop_2559,1709
Shop_3308,1708
Shop_14860,1705
Shop_39661,1704
Shop_31417,1704
Shop_793,1704
Shop_1574,1704
Shop_3180,1702
Shop_2707,1702
Shop_2887,1702
Shop_38,1701
Shop_5620,1700
Shop_21924,1700
Shop_2331,1699
Shop_31210,1699
Shop_4982,1699
Shop_5067,1699
Shop_13157,1699
Shop_3999,1699
Shop_33373,1698
Shop_50,1698
Shop_10378,1697
Shop_7637,1697
Shop_21624,1697
Shop_2095,1696
Shop_15265,1696
Shop_27746,1695
Shop_27758,1695
Shop_5705,1694
Shop_8480,1694
Shop_2818,1693
Shop_22545,1691
Shop_24650,1690
Shop_71077,1688
Shop_9770,1687
Shop_9705,1686
Shop_1151,1686
Shop_912,1686
Shop_21137,1685
Shop_60030,1684
Shop_6245,1684
Shop_11633,1683
Shop_45878,1682
Shop_6612,1682
Shop_26816,1681
Shop_24943,1678
Shop_12569,1678
Shop_5724,1677
Shop_2868,1677
Shop_6185,1677
Shop_16774,1677
Shop_1703,1677
Shop_13835,1676
Shop_718,1676
Shop_6171,1676
Shop_42089,1676
Shop_501,1676
Shop_3190,1675
Shop_80430,1674
Shop_8460,1673
Shop_3708,1672
Shop_6273,1671
Shop_9820,1671
Shop_40775,1670
Shop_33896,1670
Shop_3780,1670
Shop_40865,1669
Shop_21723,1669
Shop_9229,1669
Shop_17233,1668
Shop_31553,1667
Shop_4544,1667
Shop_5977,1666
Shop_28806,1666
Shop_30796,1665
Shop_5865,1665
Shop_8302,1665
Shop_511,1665
Shop_2831,1665
Shop_11367,1664
Shop_286,1662
Shop_37565,1660
Shop_8296,1660
Shop_4069,1660
Shop_349,1660
Shop_5649,1660
Shop_2710,1659
Shop_7947,1655
Shop_1978,1655
Shop_2823,1655
Shop_85853,1654
Shop_3311,1654
Shop_17624,1654
Shop_8773,1653
Shop_3277,1653
Shop_4196,1652
Shop_7949,1652
Shop_36784,1652
Shop_38906,1652
Shop_3518,1651
Shop_64796,1651
Shop_923,1651
Shop_18531,1651
Shop_420,1650
Shop_6850,1646
Shop_57460,1646
Shop_660,1646
Shop_1581,1646
Shop_77375,1644
Shop_56643,1644
Shop_15459,1644
Shop_12213,1644
Shop_3762,1643
Shop_62657,1643
Shop_28642,1642
Shop_76761,1641
Shop_21323,1641
Shop_9715,1641
Shop_42777,1640
Shop_51562,1640
Shop_37444,1638
Shop_23487,1638
Shop_72583,1637
Shop_28635,1637
Shop_7242,1637
Shop_36348,1636
Shop_12615,1636
Shop_18782,1635
Shop_51379,1635
Shop_1320,1635
Shop_455,1635
Shop_11991,1634
Shop_12144,1633
Shop_45950,1633
Shop_2133,1632
Shop_596,1632
Shop_11978,1629
Shop_10488,1628
Shop_1702,1628
Shop_543,1628
Shop_56456,1628
Shop_66003,1628
Shop_1688,1628
Shop_4763,1627
Shop_4523,1626
Shop_57502,1623
Shop_3656,1623
Shop_29923,1623
Shop_27366,1623
Shop_18392,1623
Shop_6054,1622
Shop_1633,1622
Shop_9964,1621
Shop_8388,1620
Shop_1842,1619
Shop_2449,1619
Shop_1206,1618
Shop_680,1617
Shop_768,1617
Shop_4382,1617
Shop_65695,1616
Shop_2562,1616
Shop_26930,1615
Shop_11231,1614
Shop_6892,1614
Shop_1601,1613
Shop_4954,1613
Shop_573,1613
Shop_14728,1612
Shop_822,1612
Shop_16668,1612
Shop_4215,1611
Shop_2110,1610
Shop_46252,1609
Shop_25132,1609
Shop_28040,1608
Shop_7581,1608
Shop_11969,1608
Shop_1370,1607
Shop_27966,1606
Shop_34554,1605
Shop_35076,1605
Shop_21382,1605
Shop_3805,1604
Shop_24612,1603
Shop_7806,1602
Shop_17770,1602
Shop_62403,1601
Shop_58422,1600
Shop_1445,1599
Shop_12675,1598
Shop_1275,1598
Shop_2880,1597
Shop_5742,1597
Shop_15767,1597
Shop_545,1596
Shop_20196,1596
Shop_5420,1593
Shop_5084,1593
Shop_17207,1593
Shop_38172,1593
Shop_6791,1593
Shop_1200,1593
Shop_705,1592
Shop_16181,1591
Shop_2871,1590
Shop_896,1590
Shop_31101,1589
Shop_32243,1588
Shop_11960,1588
Shop_61819,1588
Shop_6256,1588
Shop_6070,1586
Shop_40543,1586
Shop_2535,1585
Shop_27858,1584
Shop_36087,1583
Shop_113850,1582
Shop_782,1582
Shop_13273,1582
Shop_314,1581
Shop_18720,1580
Shop_2210,1580
Shop_9985,1579
Shop_69313,1579
Shop_12316,1578
Shop_33087,1577
Shop_859,1577
Shop_8777,1576
Shop_4730,1576
Shop_27036,1575
Shop_7993,1574
Shop_92915,1574
Shop_16714,1573
Shop_24167,1571
Shop_2428,1571
Shop_5091,1571
Shop_1161,1571
Shop_10216,1569
Shop_829,1569
Shop_56968,1568
Shop_48588,1567
Shop_63006,1566
Shop_43315,1566
Shop_25558,1566
Shop_41593,1565
Shop_7753,1565
Shop_51952,1565
Shop_7863,1565
Shop_5929,1564
Shop_41739,1562
Shop_3194,1562
Shop_2057,1562
Shop_2483,1561
Shop_70297,1560
Shop_2567,1560
Shop_1629,1559
Shop_27721,1559
Shop_13495,1558
Shop_10362,1558
Shop_1156,1557
Shop_2888,1555
Shop_2136,1554
Shop_31057,1554
Shop_28343,1554
Shop_10250,1553
Shop_35128,1553
Shop_478,1552
Shop_10041,1552
Shop_235,1550
Shop_21041,1550
Shop_938,1547
Shop_2996,1547
Shop_1700,1546
Shop_13958,1546
Shop_26038,1545
Shop_5239,1545
Shop_28660,1544
Shop_2712,1542
Shop_619,1542
Shop_83733,1542
Shop_5566,1542
Shop_753,1542
Shop_1795,1541
Shop_6275,1540
Shop_40794,1540
Shop_35835,1540
Shop_71962,1539
Shop_2160,1539
Shop_6730,1539
Shop_11646,1539
Shop_11477,1537
Shop_39912,1537
Shop_83,1537
Shop_5001,1537
Shop_16971,1536
Shop_3181,1535
Shop_4489,1534
Shop_52156,1534
Shop_18952,1533
Shop_24423,1533
Shop_934,1532
Shop_3908,1532
Shop_3182,1532
Shop_4330,1532
Shop_1652,1532
Shop_58142,1531
Shop_12517,1530
Shop_55614,1530
Shop_8844,1529
Shop_80984,1529
Shop_59533,1528
Shop_79562,1527
Shop_33226,1527
Shop_275,1527
Shop_7278,1526
Shop_4106,1525
Shop_3347,1521
Shop_360,1519
Shop_942,1519
Shop_6174,1519
Shop_47367,1518
Shop_9950,1518
Shop_2078,1517
Shop_62874,1516
Shop_7203,1515
Shop_24952,1515
Shop_48287,1515
Shop_707,1515
Shop_5071,1514
Shop_21944,1514
Shop_724,1513
Shop_9704,1513
Shop_23937,1512
Shop_18883,1512
Shop_31213,1512
Shop_12350,1512
Shop_15918,1511
Shop_2021,1510
Shop_2571,1510
Shop_21768,1510
Shop_24499,1509
Shop_10888,1508
Shop_13492,1507
Shop_4088,1507
Shop_2935,1507
Shop_68168,1507
Shop_7585,1505
Shop_2663,1505
Shop_63647,1504
Shop_63662,1503
Shop_7296,1503
Shop_1854,1502
Shop_29810,1501
Shop_4853,1501
Shop_4942,1500
Shop_2801,1499
Shop_2518,1498
Shop_16075,1497
Shop_37918,1497
Shop_17585,1496
Shop_4677,1496
Shop_29634,1496
Shop_23276,1496
Shop_20970,1496
Shop_3660,1495
Shop_15051,1495
Shop_8946,1494
Shop_52160,1493
Shop_3625,1490
Shop_44783,1489
Shop_41529,1489
Shop_283,1488
Shop_1396,1487
Shop_17377,1487
Shop_9010,1486
Shop_12341,1486
Shop_2515,1486
Shop_10229,1486
Shop_83835,1485
Shop_1974,1485
Shop_5807,1484
Shop_11037,1484
Shop_11282,1484
Shop_1996,1483
Shop_85961,1483
Shop_82439,1483
Shop_9962,1482
Shop_1013,1482
Shop_4300,1482
Shop_10718,1481
Shop_22107,1481
Shop_11394,1480
Shop_25190,1479
Shop_43798,1478
Shop_52555,1477
Shop_6203,1477
Shop_3896,1476
Shop_8788,1476
Shop_13921,1476
Shop_3108,1475
Shop_35669,1475
Shop_11615,1474
Shop_18854,1473
Shop_83681,1473
Shop_9653,1472
Shop_35358,1471
Shop_54559,1471
Shop_1208,1471
Shop_43633,1471
Shop_11993,1471
Shop_22612,1470
Shop_13041,1470
Shop_3268,1468
Shop_6855,1468
Shop_9414,1468
Shop_11078,1467
Shop_7737,1467
Shop_2514,1466
Shop_17255,1466
Shop_29047,1466
Shop_23707,1465
Shop_1076,1465
Shop_4936,1464
Shop_632,1464
Shop_2488,1463
Shop_6605,1463
Shop_838,1462
Shop_12534,1462
Shop_9307,1461
Shop_11526,1460
Shop_55862,1460
Shop_105136,1459
Shop_39699,1459
Shop_9774,1458
Shop_31702,1457
Shop_26338,1456
Shop_4947,1456
Shop_24103,1456
Shop_2802,1456
Shop_35263,1456
Shop_47990,1455
Shop_47263,1455
Shop_15439,1455
Shop_14062,1455
Shop_10775,1453
Shop_1285,1453
Shop_3376,1453
Shop_783,1453
Shop_2839,1452
Shop_8992,1452
Shop_11035,1452
Shop_19345,1452
Shop_11583,1452
Shop_54426,1451
Shop_1804,1451
Shop_30567,1450
Shop_30334,1450
Shop_15022,1450
Shop_2348,1449
Shop_3853,1448
Shop_21320,1448
Shop_1906,1447
Shop_621,1447
Shop_1058,1446
Shop_6026,1446
Shop_5426,1445
Shop_9579,1444
Shop_60095,1444
Shop_105,1444
Shop_3971,1444
Shop_570,1443
Shop_15891,1443
Shop_661,1442
Shop_581,1441
Shop_4131,1441
Shop_4900,1439
Shop_72101,1438
Shop_13402,1437
Shop_63220,1437
Shop_456,1437
Shop_102742,1437
Shop_4,1437
Shop_25840,1437
Shop_7871,1437
Shop_1911,1436
Shop_2648,1436
Shop_2784,1436
Shop_44836,1435
Shop_1662,1434
Shop_1228,1434
Shop_135,1434
Shop_9321,1434
Shop_110,1433
Shop_5739,1433
Shop_2736,1432
Shop_2447,1431
Shop_29964,1431
Shop_79371,1430
Shop_2033,1430
Shop_11744,1430
Shop_3202,1429
Shop_16787,1428
Shop_56100,1428
Shop_37990,1428
Shop_2706,1426
Shop_3922,1426
Shop_36151,1425
Shop_23262,1424
Shop_90746,1423
Shop_39363,1423
Shop_734,1423
Shop_22733,1422
Shop_19896,1422
Shop_799,1420
Shop_5680,1420
Shop_18033,1419
Shop_7580,1419
Shop_55369,1417
Shop_9389,1416
Shop_41480,1416
Shop_51964,1415
Shop_7157,1414
Shop_14104,1413
Shop_22804,1413
Shop_49402,1412
Shop_24150,1412
Shop_3188,1412
Shop_47645,1411
Shop_839,1411
Shop_1137,1411
Shop_892,1411
Shop_33223,1411
Shop_5293,1411
Shop_14042,1411
Shop_2492,1411
Shop_4710,1410
Shop_2280,1410
Shop_3104,1410
Shop_19687,1409
Shop_36983,1408
Shop_2879,1408
Shop_1486,1408
Shop_25277,1407
Shop_2062,1407
Shop_34729,1407
Shop_9241,1406
Shop_39529,1405
Shop_31517,1404
Shop_14191,1404
Shop_44542,1404
Shop_15794,1404
Shop_1401,1402
Shop_8354,1402
Shop_94,1401
Shop_4466,1401
Shop_1816,1401
Shop_1363,1400
Shop_24663,1400
Shop_4515,1399
Shop_41884,1398
Shop_1472,1398
Shop_9272,1398
Shop_22319,1398
Shop_9958,1398
Shop_6661,1397
Shop_3862,1396
Shop_3465,1396
Shop_5473,1395
Shop_116402,1394
Shop_20791,1394
Shop_31207,1394
Shop_38661,1394
Shop_1500,1393
Shop_18698,1392
Shop_44237,1391
Shop_18010,1391
Shop_9602,1391
Shop_10541,1391
Shop_1271,1390
Shop_25986,1390
Shop_58418,1389
Shop_9706,1389
Shop_10622,1388
Shop_63342,1387
Shop_8368,1387
Shop_37879,1387
Shop_6427,1387
Shop_3257,1387
Shop_9378,1387
Shop_126,1387
Shop_25830,1386
Shop_32089,1386
Shop_274,1386
Shop_28577,1385
Shop_8750,1384
Shop_3159,1384
Shop_43724,1383
Shop_6223,1383
Shop_14439,1383
Shop_2850,1382
Shop_755,1382
Shop_3649,1380
Shop_2334,1380
Shop_367,1380
Shop_4140,1379
Shop_30343,1379
Shop_3742,1379
Shop_4017,1379
Shop_5353,1378
Shop_25340,1378
Shop_36903,1378
Shop_4552,1378
Shop_1177,1376
Shop_16786,1376
Shop_2244,1376
Shop_41351,1375
Shop_199,1375
Shop_2607,1375
Shop_4432,1374
Shop_8167,1374
Shop_1287,1374
Shop_4990,1373
Shop_60361,1373
Shop_16012,1373
Shop_46621,1372
Shop_52974,1370
Shop_6844,1369
Shop_61922,1369
Shop_85136,1368
Shop_18505,1368
Shop_49984,1367
Shop_11087,1367
Shop_779,1367
Shop_34336,1367
Shop_27402,1366
Shop_1170,1366
Shop_5958,1364
Shop_6511,1364
Shop_9073,1363
Shop_25264,1363
Shop_48266,1363
Shop_57771,1362
Shop_1039,1361
Shop_4044,1360
Shop_46284,1360
Shop_4308,1360
Shop_37208,1360
Shop_14443,1359
Shop_3090,1359
Shop_28505,1358
Shop_11116,1358
Shop_15348,1358
Shop_7879,1357
Shop_1160,1357
Shop_71802,1356
Shop_10176,1356
Shop_36491,1356
Shop_13729,1356
Shop_1565,1355
Shop_8342,1355
Shop_10152,1355
Shop_210,1355
Shop_79063,1354
Shop_27139,1354
Shop_20423,1354
Shop_1163,1354
Shop_6314,1353
Shop_12203,1353
Shop_51114,1353
Shop_5124,1352
Shop_67125,1351
Shop_2687,1351
Shop_6477,1351
Shop_353,1351
Shop_16910,1350
Shop_42936,1349
Shop_49097,1349
Shop_4671,1349
Shop_49262,1347
Shop_19115,1347
Shop_8291,1346
Shop_6913,1346
Shop_9927,1346
Shop_6179,1346
Shop_26184,1345
Shop_22945,1345
Shop_6879,1344
Shop_7487,1343
Shop_14143,1343
Shop_46487,1343
Shop_4707,1342
Shop_12215,1342
Shop_8413,1342
Shop_23336,1341
Shop_6837,1341
Shop_12043,1341
Shop_11161,1340
Shop_4630,1340
Shop_334,1339
Shop_18429,1339
Shop_13011,1338
Shop_29920,1338
Shop_6950,1338
Shop_16294,1338
Shop_2978,1338
Shop_56502,1337
Shop_7891,1337
Shop_15874,1337
Shop_239,1337
Shop_2099,1337
Shop_2248,1336
Shop_2340,1336
Shop_26605,1335
Shop_832,1335
Shop_46516,1335
Shop_7831,1335
Shop_7467,1334
Shop_128,1334
Shop_18075,1333
Shop_464,1333
Shop_51164,1332
Shop_11649,1332
Shop_43177,1331
Shop_7766,1331
Shop_87692,1330
Shop_65266,1330
Shop_1675,1330
Shop_14181,1329
Shop_10454,1329
Shop_15870,1329
Shop_48445,1329
Shop_12929,1329
Shop_4961,1329
Shop_59149,1328
Shop_1505,1328
Shop_10445,1328
Shop_2583,1328
Shop_16577,1328
Shop_17188,1327
Shop_22791,1327
Shop_88947,1326
Shop_19642,1325
Shop_7996,1325
Shop_31229,1324
Shop_12916,1323
Shop_25490,1322
Shop_8914,1322
Shop_693,1322
Shop_1874,1322
Shop_5121,1321
Shop_24007,1321
Shop_4834,1320
Shop_1102,1320
Shop_1195,1320
Shop_22756,1320
Shop_41033,1319
Shop_26005,1318
Shop_4904,1318
Shop_11132,1318
Shop_82292,1317
Shop_6460,1317
Shop_9246,1317
Shop_7463,1317
Shop_514,1317
Shop_43100,1316
Shop_2250,1316
Shop_22809,1316
Shop_33809,1316
Shop_55951,1315
Shop_16209,1315
Shop_9364,1314
Shop_11903,1313
Shop_31770,1312
Shop_4722,1312
Shop_1655,1312
Shop_79513,1312
Shop_2493,1312
Shop_3661,1311
Shop_7137,1311
Shop_63855,1311
Shop_22664,1311
Shop_29569,1310
Shop_13209,1310
Shop_31272,1310
Shop_5928,1310
Shop_24926,1309
Shop_45913,1309
Shop_13159,1309
Shop_23271,1308
Shop_15486,1308
Shop_74767,1308
Shop_13705,1307
Shop_9172,1307
Shop_35208,1307
Shop_39662,1307
Shop_8768,1306
Shop_14745,1306
Shop_9535,1305
Shop_24384,1305
Shop_2225,1305
Shop_17817,1305
Shop_1668,1304
Shop_140,1304
Shop_18765,1304
Shop_59980,1303
Shop_66019,1303
Shop_25889,1302
Shop_7130,1302
Shop_2738,1301
Shop_6794,1301
Shop_11637,1301
Shop_7627,1300
Shop_15569,1300
Shop_6262,1300
Shop_39537,1300
Shop_17719,1297
Shop_320,1297
Shop_33892,1296
Shop_80560,1296
Shop_5191,1295
Shop_4314,1294
Shop_8937,1294
Shop_28530,1293
Shop_1660,1293
Shop_8520,1293
Shop_14614,1293
Shop_121527,1293
Shop_623,1293
Shop_59925,1293
Shop_3068,1292
Shop_3008,1292
Shop_33365,1292
Shop_4994,1291
Shop_7227,1291
Shop_55984,1291
Shop_51405,1290
Shop_36718,1290
Shop_53865,1290
Shop_43388,1289
Shop_33682,1289
Shop_1222,1288
Shop_36263,1288
Shop_31733,1288
Shop_50849,1287
Shop_5907,1287
Shop_1918,1286
Shop_26950,1286
Shop_8840,1286
Shop_26174,1286
Shop_19843,1285
Shop_61695,1285
Shop_1032,1284
Shop_1727,1284
Shop_81991,1284
Shop_81553,1283
Shop_21535,1283
Shop_6608,1282
Shop_53484,1282
Shop_36912,1281
Shop_27461,1281
Shop_32056,1281
Shop_18583,1281
Shop_1375,1280
Shop_8867,1280
Shop_27928,1280
Shop_13997,1279
Shop_9239,1279
Shop_4960,1279
Shop_2497,1279
Shop_27927,1279
Shop_1349,1278
Shop_2009,1278
Shop_7279,1278
Shop_17430,1277
Shop_4860,1277
Shop_74352,1277
Shop_16866,1276
Shop_3593,1276
Shop_35289,1275
Shop_17889,1274
Shop_26616,1274
Shop_6555,1274
Shop_131946,1273
Shop_158,1273
Shop_6286,1273
Shop_6501,1273
Shop_1587,1272
Shop_51416,1272
Shop_4917,1271
Shop_24751,1271
Shop_37123,1269
Shop_2873,1269
Shop_64592,1268
Shop_10320,1268
Shop_20111,1268
Shop_15300,1268
Shop_7016,1267
Shop_7515,1267
Shop_874,1266
Shop_63483,1266
Shop_3781,1266
Shop_5182,1264
Shop_3231,1264
Shop_13051,1264
Shop_329,1263
Shop_4436,1263
Shop_48207,1262
Shop_739,1262
Shop_31791,1262
Shop_852,1262
Shop_55798,1261
Shop_26771,1261
Shop_111879,1260
Shop_84722,1260
Shop_3264,1260
Shop_14489,1260
Shop_6492,1260
Shop_12364,1260
Shop_38427,1259
Shop_2108,1259
Shop_6742,1259
Shop_112810,1258
Shop_2211,1258
Shop_4376,1258
Shop_19494,1258
Shop_4327,1258
Shop_10105,1258
Shop_14436,1258
Shop_7536,1257
Shop_9887,1257
Shop_6983,1257
Shop_15576,1256
Shop_9209,1255
Shop_10705,1255
Shop_4341,1254
Shop_4342,1254
Shop_10234,1254
Shop_26813,1253
Shop_10610,1253
Shop_3565,1253
Shop_58031,1253
Shop_962,1252
Shop_11542,1251
Shop_4249,1251
Shop_4574,1251
Shop_59384,1251
Shop_100602,1251
Shop_27857,1251
Shop_5162,1251
Shop_11780,1251
Shop_37160,1250
Shop_1995,1250
Shop_3890,1250
Shop_80880,1250
Shop_432,1250
Shop_15412,1249
Shop_7595,1249
Shop_5805,1249
Shop_4289,1248
Shop_2332,1247
Shop_10902,1247
Shop_38322,1247
Shop_4662,1247
Shop_21622,1246
Shop_1650,1246
Shop_44554,1245
Shop_15644,1245
Shop_39104,1245
Shop_405,1245
Shop_13915,1245
Shop_75331,1244
Shop_31780,1244
Shop_2058,1244
Shop_34566,1244
Shop_86475,1243
Shop_24501,1243
Shop_4169,1243
Shop_7648,1243
Shop_6578,1243
Shop_2289,1242
Shop_193,1242
Shop_2471,1242
Shop_13035,1242
Shop_989,1242
Shop_12474,1240
Shop_6814,1240
Shop_11034,1240
Shop_5427,1240
Shop_50375,1239
Shop_8787,1238
Shop_54873,1237
Shop_2407,1237
Shop_5333,1237
Shop_7995,1237
Shop_12121,1236
Shop_6926,1236
Shop_5914,1235
Shop_22263,1235
Shop_13966,1235
Shop_19333,1235
Shop_7131,1234
Shop_2620,1234
Shop_59310,1234
Shop_716,1234
Shop_22381,1234
Shop_14005,1234
Shop_13764,1234
Shop_69214,1233
Shop_32720,1233
Shop_13292,1233
Shop_3900,1233
Shop_2302,1233
Shop_9090,1233
Shop_38237,1233
Shop_50714,1232
Shop_8336,1232
Shop_1680,1232
Shop_1844,1232
Shop_3018,1231
Shop_25050,1231
Shop_107150,1230
Shop_16427,1230
Shop_54808,1230
Shop_14954,1229
Shop_11437,1229
Shop_16222,1228
Shop_54454,1228
Shop_2898,1228
Shop_28910,1227
Shop_12063,1227
Shop_24667,1227
Shop_17899,1227
Shop_20934,1226
Shop_609,1226
Shop_2667,1226
Shop_35589,1225
Shop_5954,1225
Shop_10650,1224
Shop_24929,1224
Shop_66457,1223
Shop_15883,1223
Shop_4126,1223
Shop_55920,1222
Shop_31306,1222
Shop_3421,1222
Shop_66383,1221
Shop_4537,1221
Shop_2330,1220
Shop_19319,1220
Shop_12579,1220
Shop_2390,1220
Shop_42858,1220
Shop_42023,1219
Shop_871,1219
Shop_12751,1218
Shop_4043,1218
Shop_6927,1217
Shop_3287,1216
Shop_1000,1216
Shop_5998,1216
Shop_23880,1216
Shop_38005,1216
Shop_2810,1216
Shop_10314,1215
Shop_36053,1215
Shop_31483,1213
Shop_14052,1212
Shop_3468,1211
Shop_6996,1211
Shop_35580,1211
Shop_333,1210
Shop_64698,1209
Shop_6099,1209
Shop_18933,1209
Shop_4025,1209
Shop_13654,1208
Shop_8102,1207
Shop_14424,1207
Shop_6873,1207
Shop_28450,1207
Shop_3505,1207
Shop_6230,1206
Shop_46093,1206
Shop_86349,1206
Shop_22782,1205
Shop_1314,1205
Shop_19968,1205
Shop_2482,1205
Shop_24204,1205
Shop_20890,1204
Shop_34825,1204
Shop_506,1204
Shop_2178,1204
Shop_12556,1203
Shop_21125,1202
Shop_39449,1202
Shop_1175,1202
Shop_474,1202
Shop_9891,1201
Shop_18589,1201
Shop_10638,1201
Shop_69416,1200
Shop_2968,1200
Shop_16590,1200
Shop_14968,1200
Shop_19042,1200
Shop_7166,1199
Shop_13126,1199
Shop_761,1199
Shop_17102,1199
Shop_11829,1199
Shop_6035,1198
Shop_8052,1198
Shop_2461,1197
Shop_27241,1197
Shop_32256,1197
Shop_5219,1196
Shop_32165,1196
Shop_5049,1196
Shop_76420,1195
Shop_2666,1195
Shop_4874,1195
Shop_51847,1194
Shop_26041,1194
Shop_48430,1192
Shop_10736,1192
Shop_8509,1191
Shop_7843,1191
Shop_15881,1191
Shop_5275,1190
Shop_1569,1190
Shop_3281,1190
Shop_3167,1190
Shop_9604,1190
Shop_27789,1190
Shop_57805,1190
Shop_1181,1190
Shop_41081,1189
Shop_6329,1189
Shop_6526,1189
Shop_80761,1189
Shop_1579,1189
Shop_90501,1188
Shop_22507,1188
Shop_96028,1188
Shop_45747,1188
Shop_67173,1187
Shop_4779,1187
Shop_24868,1186
Shop_4304,1186
Shop_32535,1186
Shop_62013,1186
Shop_8950,1186
Shop_72814,1186
Shop_6710,1185
Shop_29136,1184
